date,sourceType,xeroId,contact,description,accountCode,accountName,accountType,accountClass,lineAmount,taxType
2026-05-05,SPEND bank txn,610e996d-4f4c-4d56-9007-4599a7561874,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,919,Credit Flex 950,CURRLIAB,LIABILITY,5.58,NONE
2025-11-28,SPEND bank txn,6158abf4-08a7-495e-8f12-bddc5a1556d8,REECE RILEY,Reece Riley ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,1530.15,NONE
2025-11-19,SPEND bank txn,61a74dcf-e7ec-4919-a8e9-b7ff7a4a17ca,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-04-09,SPEND bank txn,62ce1488-98c4-4a9c-9be7-2c6be3365048,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-01-02,SPEND bank txn,62dce602-5a1e-4868-bc00-a5caab6ac028,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-12-02,SPEND bank txn,63129fe5-8e8e-41f6-9db8-a7d0e8a7a24d,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-02-11,SPEND bank txn,6338ba18-b41a-4769-8fa5-eb831ea57b81,Land Rover Centre Huddersfield,"LAND ROVER CENTRE - Bridge Street, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,69.6,INPUT2
2025-11-07,SPEND bank txn,633b4c3c-3c41-4c5a-833b-970af56a316f,YMS Education Limited,"YMS Education Ltd MOTO - The old Courthouse,Dukinfield, Cheshire East",480,Staff Training,OVERHEADS,EXPENSE,449,NONE
2026-04-16,SPEND bank txn,63961f74-0e5f-42cb-9f6e-4fefe3b51c73,FDMS,FDMS ref: ,485,Subscriptions,OVERHEADS,EXPENSE,54.8,INPUT2
2026-07-06,SPEND bank txn,64241203-f8a6-4784-a016-c1e25fef1fa6,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,918,Credit Flex 3800,CURRLIAB,LIABILITY,388.62,NONE
2026-02-04,SPEND bank txn,6573004e-cccc-47d8-9cdc-547e75a484c3,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-02-18,SPEND bank txn,6604ef69-f448-4992-addd-cd400ac7751f,SCOTT FILL,Scott Fill ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,200,NONE
2026-02-18,SPEND bank txn,661296c1-4067-49f4-9a9d-5816950aeab0,EMS,EMS ref: ,485,Subscriptions,OVERHEADS,EXPENSE,53,INPUT2
2025-12-10,SPEND bank txn,664413ba-8d1e-4d50-9565-7cdce8cd6fe4,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-02-18,SPEND bank txn,66c39beb-27a8-4b95-ab3d-167549a6284e,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-05-02,SPEND bank txn,673059f3-850e-417b-b43d-797c9979d8c6,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,916,Credit Flex - 760.80,CURRLIAB,LIABILITY,108.5,NONE
2026-02-14,SPEND bank txn,677be2c5-1c66-4b7a-a74a-7d912857e02b,DEBT & REVENUE SERVICE,,825,PAYE Payable,CURRLIAB,LIABILITY,473.46,NONE
2026-02-16,SPEND bank txn,67f90440-04d7-402e-8d51-582def9632aa,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2025-12-22,SPEND bank txn,67fc029f-25ea-48b5-8b01-ec7ec1c32bf4,Mr R A Billings,Mr R A Billings ref: ,835,Directors' Loan Account,CURRLIAB,LIABILITY,500,NONE
2026-02-06,SPEND bank txn,680dc195-287c-4a90-8c96-da03209314e7,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2025-12-16,SPEND bank txn,68c68518-c3bc-4665-badc-ee5c4548a300,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2025-11-28,SPEND bank txn,691a5898-ef83-4f8b-8d93-3ea2501d1aa6,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-04-22,SPEND bank txn,6927dc25-6a28-4dae-a63f-3b04be91eb86,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,915,Credit Flex 1650,CURRLIAB,LIABILITY,307.62,NONE
2025-12-22,SPEND bank txn,69cbbe39-2d16-4b97-9bc7-c0a74ef37bbc,BIFFA WASTE SERVIC,BIFFA WASTE SERVIC ref: ,408,Cleaning,OVERHEADS,EXPENSE,157.92,INPUT2
2025-12-03,SPEND bank txn,69dffed3-7756-4ecc-8161-c1a14d8cd81d,BANOZE TYRES WHOLESALE,VAT No: GB247160514,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,85.56,INPUT2
2025-11-05,SPEND bank txn,6a07fa6c-a9fe-4110-bb82-c69ed6fe0cda,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-02-23,SPEND bank txn,6a3c6cac-25d7-4e01-bb4c-46365486248f,BIFFA WASTE SERVIC,BIFFA WASTE SERVIC ref: ,408,Cleaning,OVERHEADS,EXPENSE,126.34,INPUT2
2026-01-22,SPEND bank txn,6a5665a1-1baf-4e08-b0a5-f6e4ff506000,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-04-14,SPEND bank txn,6a60c0b3-9add-476c-80ef-9ac5d9553409,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-01-12,SPEND bank txn,6afd0834-fc09-49f6-b71a-f40aa121ec27,BOOKMYGARAGE,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,24,NONE
2026-01-12,SPEND bank txn,6b251b0b-29f5-4277-8723-663fd20a3b50,BOOKMYGARAGE,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,24,NONE
2026-04-24,SPEND bank txn,6b5cb874-5ecc-4076-8d93-9f3357f9a1f6,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-11-11,SPEND bank txn,6b92a599-a5f4-4e35-a23d-8e21a37eda61,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-01-19,SPEND bank txn,6c18e268-dd58-4cd4-b55a-c0330c395f00,BOOKMYGARAGE,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,24,NONE
2026-02-25,SPEND bank txn,6c8ee913-2b6d-4aff-9adc-f742ad89cb02,Amazon,"AMZNMktplace*Z33UX91D4 - 1 Principal Pl, Worship St, LONDON",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,34.99,INPUT2
2026-01-27,SPEND bank txn,6ca93557-46b8-4419-8c77-81cbc9f3db07,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-01-15,SPEND bank txn,6cf6c1b5-70ad-43aa-8383-c5e71127236a,General Traffic,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,4000,INPUT2
2026-05-26,SPEND bank txn,6d645003-fc4c-44fa-ab49-21f4f41c82d8,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,921,Credit Flex 3500,CURRLIAB,LIABILITY,357.94,NONE
2026-06-22,SPEND bank txn,6dc2733f-636e-40a4-a15a-7a3a5405c818,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,915,Credit Flex 1650,CURRLIAB,LIABILITY,256.73,NONE
2026-04-29,SPEND bank txn,6df26c81-9c46-40f7-8576-746dd869240e,Ian W Bentley Bulk Transport Ltd,Utilities,469,Rent & Rates,OVERHEADS,EXPENSE,348.68,RRINPUT
2026-02-02,SPEND bank txn,6e06772a-c599-4a26-8871-a65cca42c656,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2025-12-04,SPEND bank txn,6e18793a-6bb3-4611-ba11-fc63d2f77ba2,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-03-18,SPEND bank txn,6e71b87f-6e9f-4cd1-8649-daac77768823,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-01-05,SPEND bank txn,6f17702f-c031-41c2-aedc-1c9773558633,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-01-06,SPEND bank txn,6f56b4f8-8459-4a17-b59c-f7d9ce559fce,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-04-07,SPEND bank txn,6f9b0880-d824-4df5-b754-1d3c929c6fbb,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,917,Credit Flex 3000,CURRLIAB,LIABILITY,642.46,NONE
2025-12-19,SPEND bank txn,6fc147ce-19ad-4313-915b-6f03eb86ee61,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-02-02,SPEND bank txn,6fe41da1-7dc0-43f3-ab7a-846d0de726f1,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,916,Credit Flex - 760.80,CURRLIAB,LIABILITY,141.84,NONE
2025-12-29,SPEND bank txn,7066ae59-4f0c-4355-bb83-3b8e06e07657,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-03-24,SPEND bank txn,70b4b94a-90b1-4c39-a5a1-beab1c0e2a32,The Searchpoint Group,"THE SEARCHPOINT GROUP - Earl Business CentreDowry Street, OLDHAM",400,Advertising & Marketing,OVERHEADS,EXPENSE,60,NONE
2025-12-24,SPEND bank txn,70c86259-e244-4be1-89c9-0c19bdf871fb,The Searchpoint Group,"THE SEARCHPOINT GROUP - Earl Business CentreDowry Street, OLDHAM",400,Advertising & Marketing,OVERHEADS,EXPENSE,60,NONE
2026-01-19,SPEND bank txn,7156af82-59b4-4c39-9e21-2a36273aa10f,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-03-09,SPEND bank txn,7171666a-7a2c-41cb-915a-8a2009aaa55f,Alliance automotive UK LV ltd,VAT: GB945169595,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,500,INPUT2
2026-03-25,SPEND bank txn,71e9e635-e1a2-4dd6-b615-819154e6ce95,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2025-11-10,SPEND bank txn,72233905-a078-4dc7-91de-0f2d07b099a7,SCOTT FILL,Scott Fill ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,300,NONE
2026-03-10,SPEND bank txn,7248dce2-5e76-47f7-bf69-c5cb9ae12498,MYPOS,,485,Subscriptions,OVERHEADS,EXPENSE,24,NONE
2026-02-02,SPEND bank txn,7336a736-ccf4-4910-a767-01b0a8723a38,MORE THAN ACCOUNT,MORE THAN ACCOUNT ref: ,401,Audit & Accountancy fees,OVERHEADS,EXPENSE,760.8,INPUT2
2025-12-23,SPEND bank txn,735fcf82-a858-43f8-8fc7-a8ec6b512181,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-11-03,SPEND bank txn,738afb43-fcfa-4259-80cc-541289019779,Amazon,"Amazon.co.uk*EY01E0VI5 - 1 Principal Place, Worship Str, LONDON",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,29.9,INPUT2
2026-03-31,SPEND bank txn,73a8d22b-a1c9-49d2-bdae-180819bd67cf,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-04-01,SPEND bank txn,74060ee6-df84-4456-9c24-eeb1b17dbb1e,DVLA-J25SJF,DVLA-J25SJF ref: ,325,Direct Expenses,DIRECTCOSTS,EXPENSE,23.27,NONE
2026-04-08,SPEND bank txn,740c89eb-94e0-4a59-aba8-f02e87b0964a,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,919,Credit Flex 950,CURRLIAB,LIABILITY,160.31,NONE
2026-01-26,SPEND bank txn,7477ee5c-659b-4317-8f76-889752bc77cb,BIFFA WASTE SERVIC,BIFFA WASTE SERVIC ref: ,408,Cleaning,OVERHEADS,EXPENSE,126.34,INPUT2
2025-11-10,SPEND bank txn,751b385b-5cf8-46ae-9752-a76b68ccbe84,TAKEPAYMENTS LTD,,485,Subscriptions,OVERHEADS,EXPENSE,1.2,EXEMPTINPUT
2026-02-03,SPEND bank txn,75451dce-ebfc-44c8-8306-ccf2e8261be2,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-01-14,SPEND bank txn,75eea521-56c8-4531-b178-a03ebdc13891,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-03-03,SPEND bank txn,75fa286b-daca-4cef-bd54-36d69cec60b3,TRAILERTEK,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,47.71,NONE
2025-11-04,SPEND bank txn,767f8d1f-8598-42a5-8a82-6ec87a75af5a,MARKETPLACE MERCHA,MARKETPLACE MERCHA ref: ,400,Advertising & Marketing,OVERHEADS,EXPENSE,24,NONE
2026-03-12,SPEND bank txn,7698366d-1404-4473-aee5-8eece96d4c7f,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-04-27,SPEND bank txn,76fa4033-f585-47f0-b7e3-e0d02e343f3b,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-04-01,SPEND bank txn,773ac543-fff1-4418-b39c-c124d14fa6ac,REECE RILEY,Reece Riley ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,500,NONE
2026-02-06,SPEND bank txn,776adf87-d3d4-4799-bda0-64449cc87efb,Land Rover Centre Huddersfield,"SYTNER LAND ROVER WAKE - T/A GUY SALMON LAND ROVER, WAKEFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,31.54,INPUT2
2025-11-22,SPEND bank txn,7797beb6-dca7-4a57-b5b4-755e75b44099,CHESTERFIELD,,325,Direct Expenses,DIRECTCOSTS,EXPENSE,14.84,NONE
2026-01-19,SPEND bank txn,796bbe5d-9704-42e3-a880-4fbeea10ada4,BOOKMYGARAGE,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,144,NONE
2025-12-19,SPEND bank txn,79ba8d79-a5ac-4921-bcf9-bf321ef80c8c,GOCARDLESS,,400,Advertising & Marketing,OVERHEADS,EXPENSE,16.56,INPUT2
2026-02-19,SPEND bank txn,79d60f9f-9ebe-4fb1-b6ee-41f9873ebb74,YMS Education Limited,"YMS Education Ltd MOTO - The old Courthouse,Dukinfield, Cheshire East",480,Staff Training,OVERHEADS,EXPENSE,449,NONE
2026-02-11,SPEND bank txn,7a517da4-d9ed-453e-8328-be99a5adc461,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-11-12,SPEND bank txn,7ae22227-6295-4be0-9279-77ab6ed4b5cf,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2025-11-07,SPEND bank txn,7b11dcad-f121-47f4-830a-e04095a246d2,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-03-23,SPEND bank txn,7b37bafb-31bf-4f92-b3a5-20534330e955,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,923,Credit Flex 828,CURRLIAB,LIABILITY,154.37,NONE
2026-01-28,SPEND bank txn,7b389f05-c30a-4f1d-becd-ad44dc140707,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-12-15,SPEND bank txn,7b59668f-d1fe-4a44-87bc-7db647056ba1,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-02-10,SPEND bank txn,7b6c2cbf-db21-4759-b67a-85c986e38b44,MYPOS,,485,Subscriptions,OVERHEADS,EXPENSE,24,NONE
2026-03-26,SPEND bank txn,7baf8064-e80d-438e-9be5-ec4f10ca064b,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-01-07,SPEND bank txn,7bd4975d-1661-4cc2-986e-8b5d0486528b,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-02-18,SPEND bank txn,7d8fb8ba-656f-42d4-bb44-35f6b5f58bb0,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2025-11-29,SPEND bank txn,7db79610-9d60-4d8f-9359-e148760c47a7,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-01-19,SPEND bank txn,7db9d26f-147c-42b2-a136-3bd0c7ae26f8,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-02-07,SPEND bank txn,7e3c90c7-bb31-4b28-a76a-2cc2bcb4d20e,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-04-10,SPEND bank txn,7e56a9cd-7963-4395-9d03-3981d32c172a,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-02-27,SPEND bank txn,7e6ff469-47b9-46bb-85d2-a337a631c0ea,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-01-15,SPEND bank txn,7e80d8a9-55ba-45be-84af-5f86ced47bff,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-12-31,SPEND bank txn,7fb7142d-2d2e-450f-bf63-cdd095f45ea0,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-12-01,SPEND bank txn,800d47ef-00cb-4a6b-a84f-555a2a2f53e8,DVLA-FR13BNX,DVLA-FR13BNX ref: ,325,Direct Expenses,DIRECTCOSTS,EXPENSE,18.37,NONE
2026-03-20,SPEND bank txn,8010b676-0431-4907-91f4-074cc4afd89d,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-02-06,SPEND bank txn,8095905e-ceec-45f8-8dd9-ca0abae98612,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-01-30,SPEND bank txn,816d22eb-99b9-4e91-8d13-ba24378a5990,SCOTT FILL,Scott Fill ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,400,NONE
2025-12-05,SPEND bank txn,8179f461-23c8-4616-977d-87ebe1c30137,RETAIL MOTOR IND F,RETAIL MOTOR IND F ref: ,485,Subscriptions,OVERHEADS,EXPENSE,153.5,NONE
2026-01-03,SPEND bank txn,81ebb309-447a-4a9a-97c0-7401a16dcec7,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,917,Credit Flex 3000,CURRLIAB,LIABILITY,812.88,NONE
2026-03-03,SPEND bank txn,81ef5fd8-b7e6-4995-8227-c5a8b3d2ea1c,MARKETPLACE MERCHA,MARKETPLACE MERCHA ref: ,400,Advertising & Marketing,OVERHEADS,EXPENSE,36,NONE
2026-02-10,SPEND bank txn,81f79060-eaa7-4f08-a291-f503dcf5aaf6,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,913,Credit Flex 916.43,CURRLIAB,LIABILITY,249.06,NONE
2025-11-10,SPEND bank txn,8221e456-5ca5-49d0-a283-6b2bdf17a8a8,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-03-01,SPEND bank txn,82b412a9-a621-405d-8022-650c634ca149,Bank fee,Fees: Bank transfer and Direct Debit for last month (20p per transaction),404,Bank Fees,OVERHEADS,EXPENSE,69.99,EXEMPTINPUT
2025-11-05,SPEND bank txn,8321e698-27c6-4b69-b5b7-4fd31b3b2f7a,RETAIL MOTOR IND F,RETAIL MOTOR IND F ref: ,485,Subscriptions,OVERHEADS,EXPENSE,153.5,NONE
2026-03-10,SPEND bank txn,840fbe94-ffe4-47e0-a837-b5ffca124727,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-03-16,SPEND bank txn,84adcb84-e9a9-4e9d-82f8-ea9af31ab837,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-04-24,SPEND bank txn,84e82d58-0bc2-454f-9b0e-51e200ec4813,The Searchpoint Group,"THE SEARCHPOINT GROUP - Earl Business CentreDowry Street, OLDHAM",400,Advertising & Marketing,OVERHEADS,EXPENSE,60,NONE
2026-04-23,SPEND bank txn,85d74ea0-c2e9-41fa-8924-b8a661711111,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,923,Credit Flex 828,CURRLIAB,LIABILITY,110.35,NONE
2026-03-31,SPEND bank txn,85da27d9-435c-4c35-b5ab-fb1f6f8de5be,REECE RILEY,Reece Riley ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,500,NONE
2025-12-17,SPEND bank txn,8608d3a0-95d3-4c7f-8839-b9eef8e61d7f,General Traffic,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,5000,INPUT2
2026-03-06,SPEND bank txn,8693a034-05ff-4943-8f4c-13dd02b19022,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,918,Credit Flex 3800,CURRLIAB,LIABILITY,388.62,NONE
2026-04-23,SPEND bank txn,86a71c17-bb5f-49e0-9639-d42644f8d73a,dvsa,,325,Direct Expenses,DIRECTCOSTS,EXPENSE,102.5,NONE
2026-03-19,SPEND bank txn,86f01dcf-91b9-444a-ab02-a16e00e94748,Napa Auto Parts,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,986.7,INPUT2
2025-11-24,SPEND bank txn,8718dd77-d077-4fec-9914-57079b7cf5ad,BIFFA WASTE SERVIC,BIFFA WASTE SERVIC ref: ,408,Cleaning,OVERHEADS,EXPENSE,126.34,INPUT2
2025-11-08,SPEND bank txn,8747b2ca-968a-449e-89bc-cdcaa40cbdd8,A-Z Motor Spares,"A-Z Motor Spares Ltd - A-Z Motor Spares Ltd Old Fieldhouse Lane, Huddersfield",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,157.56,INPUT2
2026-02-24,SPEND bank txn,888ab2dc-eb46-4828-bd63-e7aa420fa6f7,CLOSE-KONSILEO,CLOSE-KONSILEO ref: ,433,Insurance,OVERHEADS,EXPENSE,875.71,EXEMPTINPUT
2025-11-04,SPEND bank txn,88a63502-caef-4d5f-9646-ee7c0c044130,THORNTON BREAKERS,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,1860,INPUT2
2026-03-22,SPEND bank txn,896010d9-cf3d-46da-aa4b-84a9a32d8132,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,49.44,INPUT2
2026-01-07,SPEND bank txn,89657b0e-af38-47bf-bcc7-d70f203d8e3d,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-06-22,SPEND bank txn,899b6738-e8fd-40f9-ac02-43cd47c6d8fe,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,915,Credit Flex 1650,CURRLIAB,LIABILITY,50.34,NONE
2025-11-13,SPEND bank txn,89b212ec-a8d6-4eed-8f1b-2333f03504c2,JOANNE ELIZABETH,,612,Sales Control Account,CURRENT,ASSET,167,NONE
2025-12-12,SPEND bank txn,8aa2680e-f7e5-4fe2-ae6d-788297fb214b,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-04-14,SPEND bank txn,8aea75da-bd4b-480c-a4cb-4ef0de23cba1,Alliance automotive UK LV ltd,VAT: GB945169595,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,250,INPUT2
2025-12-05,SPEND bank txn,8b57bc5e-590c-4a66-a3b6-38ffd08fd13c,General Traffic,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,10000,INPUT2
2026-01-13,SPEND bank txn,8b705700-b985-4beb-a10f-14bef27ba663,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2025-12-05,SPEND bank txn,8b9603bf-8f7b-4555-93a6-e836c00bcc2d,CAPITAL ON TAP,CAPITAL ON TAP ref: ,835,Directors' Loan Account,CURRLIAB,LIABILITY,800.95,NONE
2025-12-12,SPEND bank txn,8baaa817-f685-4b41-ae36-e8616b3d66a3,TPS Huddersfield,"VWG-HUDDERSFIELD TPS - UNIT F, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,435.48,INPUT2
2026-04-02,SPEND bank txn,8bc11da4-3b79-46eb-aa74-7b044c199746,J WRIGHT AND SONS,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,144,NONE
2026-03-02,SPEND bank txn,8bc62632-fcc4-4769-a86b-6a87021495d3,MORE THAN ACCOUNT,MORE THAN ACCOUNT ref: ,401,Audit & Accountancy fees,OVERHEADS,EXPENSE,780,INPUT2
2025-11-03,SPEND bank txn,8c13a180-a5b4-4162-b657-644d48534f12,DAISY,DAISY ref: ,489,Telephone & Internet,OVERHEADS,EXPENSE,42.72,INPUT2
2026-05-06,SPEND bank txn,8c96464b-2ac5-4b9d-816c-519efb0fb700,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,918,Credit Flex 3800,CURRLIAB,LIABILITY,204.16,NONE
2025-12-01,SPEND bank txn,8c9ab150-abaa-4977-b719-3d2a85789a45,MORE THAN ACCOUNT,MORE THAN ACCOUNT ref: ,401,Audit & Accountancy fees,OVERHEADS,EXPENSE,760.8,INPUT2
2026-01-06,SPEND bank txn,8d02c913-c4f8-46d8-94c7-fab458a58c93,REECE RILEY,Reece Riley ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,50,NONE
